model,seq,kf,iou,absdiff_med_mm,signed_med_mm,n_px,occ_ratio
MD-map,AP12,0315,0.5724674209327508,8.93518352508545,-8.894115447998047,60657,0.5734515258226925
MD-map,AP12,0325,0.5225536938655042,8.878290176391602,-8.840054512023926,56913,0.5229686151610119
MD-map,AP12,0338,0.4825517292072476,9.084463119506836,-8.997797966003418,51329,0.4831104370605267
MD-map,AP12,0360,0.4629391894967815,8.94618034362793,-8.770973205566406,49548,0.46467279837379105
MD-map,AP12,0365,0.4873829031357409,8.10989761352539,-7.929623126983643,49453,0.48923248954095894
MD-map,AP12,0368,0.5089587644475849,8.795648574829102,-8.70230770111084,49315,0.5097969902030098
MD-map,AP12,0373,0.5398659678666552,8.987397193908691,-8.905261993408203,49207,0.5409085535578029
MD-map,AP12,0378,0.5479491273468039,8.649945259094238,-8.419960975646973,48537,0.5501168842625265
MD-map,AP12,0380,0.5530726874682117,9.531765937805176,-9.426773071289062,47995,0.5538801924885226
MD-map,AP12,0384,0.5490721108658113,8.067414283752441,-7.773697376251221,48784,0.5504955477279191
MD-map,AP12,0386,0.5557961630956397,8.965865135192871,-8.874998092651367,47756,0.5558300233962675
MD-map,AP12,0391,0.5841881495478473,8.14765739440918,-8.050262451171875,49249,0.5844911183359395
MD-map,AP12,0396,0.6068627450980392,7.794186592102051,-7.6799540519714355,51794,0.6068627450980392
MD-map,AP12,0400,0.6338537082503358,6.87938928604126,-6.7170562744140625,53249,0.6338537082503358
MD-map,AP12,0405,0.647131114280083,6.430119514465332,-6.247729301452637,54797,0.647131114280083
MD-map,AP12,0411,0.6506099718123409,5.512147903442383,-5.259662628173828,56475,0.6506099718123409
MD-map,AP12,0417,0.6515868722387521,4.848867416381836,-4.628807067871094,56939,0.6515868722387521
MD-map,AP12,0428,0.6452771046839917,4.485100746154785,-4.3158979415893555,57156,0.6452771046839917
MD-map,AP12,0440,0.6409051254089422,3.9076952934265137,-3.765106201171875,57776,0.6409051254089422
MD-map,AP12,0457,0.6266971005286448,3.9612948894500732,-3.8402676582336426,57165,0.6266971005286448
MD-map,AP12,0489,0.6212944314408578,4.109680652618408,-3.9741098880767822,55979,0.6212944314408578
MD-map,AP12,0643,0.6235345806811119,4.052132606506348,-3.991067409515381,56947,0.6235345806811119
MD-map,AP12,0651,0.6256657420981027,4.368037223815918,-4.32981538772583,58570,0.6256657420981027
MD-map,AP12,0656,0.6331729672562885,3.9688944816589355,-3.897249698638916,59623,0.6331729672562885
MD-map,AP12,0660,0.6314634846434576,3.9130747318267822,-3.7661938667297363,60476,0.6314634846434576
MD-map,AP12,0662,0.6270268063959836,3.903627395629883,-3.82155179977417,60992,0.6270268063959836
MD-map,AP12,0666,0.6298791300625751,3.8760006427764893,-3.7810802459716797,61323,0.6298791300625751
MD-map,AP12,0670,0.6242820916316691,3.875643014907837,-3.745436668395996,61725,0.6242820916316691
MD-map,AP12,0674,0.6219461244628363,3.8227291107177734,-3.6694109439849854,62200,0.6219783936494041
MD-map,AP12,0678,0.6140691531304211,3.826647996902466,-3.579944372177124,62019,0.6140691531304211
MD-map,AP12,0682,0.6117344736945349,3.513157367706299,-3.255784511566162,61273,0.6120190704153505
MD-map,AP12,0688,0.596693657219973,2.7168540954589844,-2.1945834159851074,59034,0.596801403603482
MD-map,AP12,0694,0.559776412024806,2.2738277912139893,-1.8687546253204346,55477,0.5606154759365233
MD-map,AP12,0697,0.5349534379385126,2.2932887077331543,-1.6010552644729614,52318,0.5363533553435602
MD-map,AP12,0701,0.5106984937588412,2.202794075012207,-1.6109645366668701,49282,0.5128116034995812
MD-map,AP12,0706,0.4958211137238324,2.1771490573883057,-1.0959655046463013,46878,0.4958474613589326
MD-map,AP12,0718,0.4762852344092303,2.6294589042663574,-1.8891990184783936,45999,0.4762852344092303
MD-map,AP12,0723,0.4689277735013048,2.9415040016174316,-2.845600128173828,46160,0.4689277735013048
MD-map,AP12,0728,0.4715000646708255,3.9602370262145996,-3.8447232246398926,45422,0.4715000646708255
MD-map,AP12,0731,0.4859782854801669,4.771367073059082,-4.537001132965088,44034,0.48607442071099705
MD-map,AP12,0734,0.4989768594848049,6.131350994110107,-5.892485618591309,41996,0.49922228589472206
MD-map,AP12,0737,0.5120451943656363,5.846053123474121,-5.566805839538574,40191,0.5122710075667065
MD-map,AP12,0739,0.5158877293057627,6.015792369842529,-5.72754430770874,38762,0.5159270351211543
MD-map,AP12,0742,0.5037367845424717,7.49942684173584,-7.1661176681518555,37923,0.504853609913091
MD-map,AP12,0746,0.4880588435107523,7.845699787139893,-7.59512186050415,36678,0.48844776665534095
MD-map,AP12,0752,0.4715576332169026,8.502602577209473,-8.199871063232422,35069,0.4726211908172249
MD-map,AP12,0758,0.4619434376570809,9.198532104492188,-8.822977066040039,33920,0.4630078233588817
MD-map,AP12,0763,0.4528985981491904,8.738308906555176,-8.327841758728027,33353,0.4544596878808129
