model,seq,kf,iou,absdiff_med_mm,signed_med_mm,n_px,occ_ratio
MD-gt,SM1,0244,0.9123381243774015,1.2508183717727661,-0.3218352794647217,25612,0.9287380243281065
MD-gt,SM1,0246,0.8924314232371104,1.4253556728363037,-0.29155611991882324,24837,0.9092950807795407
MD-gt,SM1,0248,0.8725561982865929,1.6989409923553467,0.06249547004699707,23813,0.8898536801655336
MD-gt,SM1,0250,0.8495324237314119,1.8918663263320923,0.15898048877716064,22142,0.8656924147529576
MD-gt,SM1,0253,0.8133760512615138,2.23580002784729,0.2422928810119629,20258,0.8251441009311137
MD-gt,SM1,0256,0.7740642815830786,2.3540706634521484,-0.06249547004699707,18704,0.7872809755691513
MD-gt,SM1,0259,0.7294998449475036,2.1305978298187256,-0.44721364974975586,16187,0.7413024085637824
MD-gt,SM1,0264,0.6912992814138668,2.0589828491210938,-0.7318854331970215,13967,0.7089731639111024
MD-gt,SM1,0271,0.6211084124530801,0.7793009281158447,0.1035928726196289,11085,0.6723421217470531
MD-gt,SM1,0276,0.5162162162162162,1.9236207008361816,0.6675124168395996,10771,0.5629796177721296
MD-gt,SM1,0279,0.535805747889595,1.2831687927246094,0.8971244096755981,11198,0.5698288816714334
MD-gt,SM1,0282,0.5157997949815037,1.4623403549194336,0.7575452327728271,11475,0.5499248051770497
MD-gt,SM1,0285,0.5229304487752547,1.6445517539978027,0.6490349769592285,11623,0.5492451800654784
MD-gt,SM1,0290,0.5096811439737099,1.9539594650268555,0.6124973297119141,11383,0.541164203463596
MD-gt,SM1,0301,0.49494775023749893,2.615511417388916,0.7981359958648682,11380,0.5184210526315789
MD-gt,SM1,0308,0.49340644992818905,2.52901029586792,0.4162788391113281,11266,0.5208084031378806
MD-gt,SM1,0320,0.495590215927358,2.3395419120788574,0.2745091915130615,11281,0.5156078016994673
MD-gt,SM1,0324,0.46776254152116514,2.208322286605835,0.836491584777832,10911,0.4851553410608868
MD-gt,SM1,0327,0.447007507444533,2.1150410175323486,1.1028051376342773,10597,0.465259492058099
